t,x,y,theta,state,front_min,dist_goal,clearance,v,omega
37.15000000000003,7.109159417223282,5.947503665096235,1.015807923256764,RUN,0.8980486433333084,3.5906840551733756,1.143431355869317,0.64,0.000898916117128079
37.200000000000024,7.126020676240387,5.974701053650733,1.0158528690626207,RUN,0.8658930833706687,3.5586840574375973,1.1120529564162238,0.64,0.0008047678056365267
37.25000000000002,7.142880776848642,6.001899160337359,1.0158931074529027,RUN,0.8338444496274069,3.5266840592522795,1.0807010056940765,0.64,0.0007205362673261635
37.30000000000002,7.159739840310294,6.0290979099241895,1.015929134266269,RUN,0.8019018706786492,3.494684060706776,1.0493771620739711,0.64,0.0006451720476517362
37.350000000000016,7.1765979751234,6.056297235109582,1.0159613928686522,RUN,0.7700645803189966,3.4626840618727512,1.0180832295372164,0.64,0.0005777371940365525
37.40000000000001,7.1934552783710615,6.083497075681635,1.0159902797283538,RUN,0.7383319083745064,3.4306840628077304,0.9868211731233385,0.64,0.0005173933678847499
37.45000000000001,7.2103118369279855,6.110697377767224,1.016016149396748,RUN,0.7067032728443062,3.398684063557729,0.9555931364383641,0.64,0.0004633912287401786
37.50000000000001,7.227167728539143,6.137898093161084,1.0160393189581853,AVOID,0.6751781731887224,3.366684064159276,0.924401461537224,0.32,1.5271630954950384
37.550000000000004,7.235068328785179,6.151806944820297,1.0923974737329374,AVOID,0.6603333145349634,3.3506995513819247,0.9089748479465249,0.32,0.6544984694978735
37.6,7.242200360911656,6.166128651152154,1.1251223972078312,AVOID,0.6481060057714968,3.334769316309574,0.8938166329923412,0.32,0.6544984694978735
37.65,7.248859981363192,6.180676043012915,1.1578473206827251,AVOID,0.6376638105648478,3.3188972474773357,0.8788571297921508,0.32,0.6544984694978735
37.699999999999996,7.255040058851403,6.195433542691003,1.190572244157619,AVOID,0.6290211585498678,3.3031013017581,0.8641195540934719,0.32,0.6544984694978735
37.74999999999999,7.26073397559452,6.2103853474861275,1.2232971676325128,AVOID,0.6222339269859776,3.2873996126378273,0.8496276590461254,0.32,0.6544984694978735
37.79999999999999,7.265935634403877,6.225515446631213,1.2560220911074067,AVOID,0.6174062428509216,3.271810471422861,0.835405705120408,0.32,0.6544984694978735
37.84999999999999,7.270639465212935,6.240807638437125,1.2887470145823006,AVOID,0.6147024325290859,3.2563523070125444,0.8214784222734026,0.32,0.6544984694978735
37.899999999999984,7.274840431041843,6.256245547641852,1.3214719380571944,AVOID,0.6143669804940475,3.2410436641926093,0.8078709635760986,0.32,0.6544984694978735
37.94999999999998,7.278534033391172,6.271812642945539,1.3541968615320883,AVOID,0.6167580768950927,3.225903180410762,0.7946088495337043,0.32,0.0
37.99999999999998,7.281972590103772,6.287438785391269,1.3541968615320883,AVOID,0.6046271776189228,3.210857599482471,0.7815631869379929,0.32,0.0
38.049999999999976,7.285411146816371,6.303064927836999,1.3541968615320883,AVOID,0.5925503978309459,3.195821290204507,0.7685894479255735,0.32,0.0
38.09999999999997,7.288849703528971,6.318691070282729,1.3541968615320883,AVOID,0.5805287972259636,3.180794384064218,0.7556900043942378,0.32,0.0
38.14999999999997,7.292288260241571,6.334317212728459,1.3541968615320883,AVOID,0.568563481350857,3.1657770149624453,0.742867319189566,0.32,0.0
38.19999999999997,7.29572681695417,6.349943355174189,1.3541968615320883,AVOID,0.5566556043537335,3.1507693192670576,0.7301239495732006,0.32,0.0
38.249999999999964,7.29916537366677,6.365569497619919,1.3541968615320883,AVOID,0.5448063719519245,3.1357714358678415,0.7174625507749939,0.32,0.0
38.29999999999996,7.3026039303793695,6.381195640065649,1.3541968615320883,AVOID,0.5330170446405242,3.120783506232806,0.7048858796229138,0.32,0.0
38.34999999999996,7.306042487091969,6.396821782511379,1.3541968615320883,AVOID,0.5212889411657697,3.105805674465934,0.6923967982430905,0.32,0.0
38.399999999999956,7.309481043804569,6.412447924957109,1.3541968615320883,AVOID,0.5096234422905146,3.090838087366412,0.6799982778207279,0.32,0.0
38.44999999999995,7.312919600517168,6.428074067402839,1.3541968615320883,AVOID,0.4980219948824405,3.0758808944894023,0.6676934024107091,0.32,0.0
38.49999999999995,7.316358157229768,6.443700209848569,1.3541968615320883,AVOID,0.4864861163595193,3.0609342482083783,0.6554853727846199,0.32,0.0
38.54999999999995,7.319796713942368,6.459326352294299,1.3541968615320883,AVOID,0.4750173995317094,3.045998303779084,0.6433775102985715,0.32,0.0
38.599999999999945,7.323235270654967,6.474952494740029,1.3541968615320883,AVOID,0.4636175178829989,3.0310732194051537,0.6313732607635854,0.32,0.0
38.64999999999994,7.326673827367567,6.4905786371857594,1.3541968615320883,AVOID,0.4522882313438397,3.0161591563054473,0.6194761982974277,0.32,0.0
38.69999999999994,7.3301123840801665,6.5062047796314895,1.3541968615320883,AVOID,0.4410313926109041,3.0012562787831456,0.6076900291336105,0.32,0.0
38.749999999999936,7.333550940792766,6.5218309220772195,1.3541968615320883,AVOID,0.4298489540790745,2.986364754296655,0.5960185953597936,0.32,0.0
38.79999999999993,7.336989497505366,6.5374570645229495,1.3541968615320883,AVOID,0.4187429754598981,2.9714847535323794,0.584465878554046,0.32,0.0
38.84999999999993,7.340428054217965,6.5530832069686795,1.3541968615320883,AVOID,0.4077156321716302,2.9566164504794075,0.5730360032833118,0.32,0.0
38.89999999999993,7.343866610930565,6.5687093494144095,1.3541968615320883,AVOID,0.39676922459877273,2.9417600225061724,0.5617332404240127,0.08,0.0
38.949999999999925,7.344726250108715,6.572615885025842,1.3541968615320883,AVOID,0.39404555120405527,2.9380477921075476,0.5589279257009852,0.08,0.0
38.99999999999992,7.345585889286864,6.576522420637274,1.3541968615320883,AVOID,0.391327127244534,2.934336318045454,0.5561309015717658,0.08,0.0
39.04999999999992,7.346445528465014,6.580428956248706,1.3541968615320883,AVOID,0.3886139927470345,2.9306256031934668,0.5533422391776786,0.08,0.0
39.099999999999916,7.347305167643164,6.584335491860139,1.3541968615320883,AVOID,0.3859061883340644,2.9269156504391427,0.5505620102599769,0.08,0.0
39.14999999999991,7.3481648068213135,6.588242027471571,1.3541968615320883,AVOID,0.38320375523627076,2.9232064626841034,0.547790287162251,0.08,0.0
39.19999999999991,7.349024445999463,6.592148563083003,1.3541968615320883,AVOID,0.380506735305234,2.919498042844116,0.5450271428327438,0.08,0.0
39.24999999999991,7.349884085177613,6.5960550986944355,1.3541968615320883,AVOID,0.37781517102661527,2.915790393849178,0.5422726508265725,0.08,0.0
39.299999999999905,7.3507437243557625,6.599961634305868,1.3541968615320883,AVOID,0.3751291055336619,2.912083518643595,0.5395268853078526,0.08,0.0
39.3499999999999,7.351603363533912,6.6038681699173,1.3541968615320883,AVOID,0.3724485826210921,2.90837742018607,0.536789921051718,0.08,0.0
39.3999999999999,7.352463002712062,6.607774705528732,1.3541968615320883,AVOID,0.3697736467593622,2.904672101449783,0.5340618334462357,0.08,0.0
39.449999999999896,7.353322641890212,6.611681241140165,1.3541968615320883,AVOID,0.36710434310933815,2.900967565422478,0.53134269849421,0.08,0.0
39.49999999999989,7.354182281068361,6.615587776751597,1.3541968615320883,AVOID,0.364440717537379,2.8972638151065455,0.5286325928148706,0.08,0.0
39.54999999999989,7.355041920246511,6.619494312363029,1.3541968615320883,AVOID,0.36178281663085116,2.893560853519112,0.5259315936454423,0.08,0.0
39.59999999999989,7.355901559424661,6.6234008479744615,1.3541968615320883,AVOID,0.35913068771408446,2.889858683692123,0.5232397788425908,0.08,0.0
39.649999999999885,7.35676119860281,6.627307383585894,1.3541968615320883,AVOID,0.35648437886478973,2.886157308672431,0.5205572268837396,0.08,0.0
39.69999999999988,7.35762083778096,6.631213919197326,1.3541968615320883,AVOID,0.35384393893095006,2.8824567315218816,0.5178840168682549,0.08,0.0
39.74999999999988,7.35848047695911,6.635120454808758,1.3541968615320883,AVOID,0.3512094175482079,2.8787569553174035,0.5152202285184918,0.08,0.0
39.799999999999876,7.359340116137259,6.639026990420191,1.3541968615320883,AVOID,0.34858086515775877,2.875057983151095,0.5125659421806985,0.08,0.0
39.84999999999987,7.360199755315409,6.642933526031623,1.3541968615320883,AVOID,0.3459583330247771,2.8713598181303164,0.5099212388257733,0.08,0.0
39.89999999999987,7.361059394493559,6.646840061643055,1.3541968615320883,AVOID,0.34334187325739,2.8676624633777736,0.5072862000498685,0.08,0.0
39.94999999999987,7.361919033671708,6.6507465972544875,1.3541968615320883,AVOID,0.34073153882621665,2.863965922031615,0.5046609080748375,0.08,0.0
